Member_number,itemDescription
4585,rolls/buns
4585,canned beer
4585,cat food
4585,whole milk
4585,brown bread
4584,other vegetables
4584,whole milk
4584,citrus fruit
4584,chicken
4584,bottled beer
4584,yogurt
4584,tropical fruit
4584,beef
4583,pip fruit
4583,tropical fruit
4583,bottled beer
4583,other vegetables
4583,canned beer
4583,curd
4583,pork
4583,frozen dessert
4583,bottled water
4583,dessert
4582,bottled beer
4582,root vegetables
4582,cat food
4582,fruit/vegetable juice
4582,specialty chocolate
4582,other vegetables
4582,pork
4577,domestic eggs
4577,frozen meals
4577,soups
4577,mayonnaise
4577,napkins
4577,root vegetables
4574,frozen vegetables
4574,sausage
4574,soft cheese
4574,other vegetables
4574,mustard
4574,bottled beer
4574,pastry
4574,frankfurter
4574,bottled water
4574,whole milk
4574,yogurt
4574,rolls/buns
4574,mayonnaise
4574,seasonal products
4574,margarine
4574,instant coffee
4572,sausage
4572,whole milk
4572,rolls/buns
4572,bottled beer
4572,chocolate
4572,beverages
4572,UHT-milk
4572,pastry
4572,fruit/vegetable juice
4572,coffee
4572,roll products
4572,other vegetables
4572,pip fruit
4572,cat food
4572,butter milk
4571,dessert
4571,UHT-milk
4571,napkins
4571,citrus fruit
4571,bottled water
4569,cereals
4569,other vegetables
4569,root vegetables
4569,sausage
4569,pip fruit
4569,butter milk
4569,pastry
4569,hamburger meat
4569,sliced cheese
4569,bottled beer
4566,tropical fruit
4566,shopping bags
4566,pastry
4566,frankfurter
4566,butter
4566,red/blush wine
4566,canned beer
4566,misc. beverages
4566,whipped/sour cream
4566,napkins
4566,hard cheese
4566,white bread
4563,baking powder
4563,other vegetables
4563,pip fruit
4563,grapes
4563,frozen fish
4563,root vegetables
4563,canned beer
4563,margarine
4563,pork
4563,sparkling wine
4563,pastry
4563,whole milk
4562,soda
4562,rolls/buns
4562,female sanitary products
4560,bottled beer
4560,waffles
4560,frankfurter
4560,other vegetables
4558,UHT-milk
4558,pork
4558,whipped/sour cream
4558,other vegetables
4558,tropical fruit
4555,specialty chocolate
4555,other vegetables
4555,whole milk
4555,brown bread
4555,pip fruit
4555,tropical fruit
4555,citrus fruit
4555,chocolate
4555,canned beer
4555,soda
4555,yogurt
4554,citrus fruit
4554,margarine
4554,root vegetables
4554,napkins
4554,white bread
4554,whole milk
4554,tropical fruit
4553,baking powder
4553,salty snack
4553,other vegetables
4553,coffee
4553,pot plants
4553,yogurt
4553,curd
4550,detergent
4550,rolls/buns
4550,sausage
4550,chicken
4550,other vegetables
4550,canned beer
4550,yogurt
4550,root vegetables
4547,whole milk
4547,white bread
4547,napkins
4547,dishes
4547,chewing gum
4539,onions
4539,fruit/vegetable juice
4539,whole milk
4539,bottled water
4539,frankfurter
4539,other vegetables
4539,spread cheese
4539,brown bread
4539,white wine
4538,soda
4538,dishes
4538,sausage
4538,hard cheese
4538,fruit/vegetable juice
4538,coffee
4538,other vegetables
4537,other vegetables
4537,brown bread
4537,salty snack
4537,whipped/sour cream
4537,dessert
4537,pork
4537,rolls/buns
4537,grapes
4537,sliced cheese
4537,ham
4537,sausage
4537,bottled beer
4536,hamburger meat
4536,pip fruit
4536,root vegetables
4536,cream cheese
4536,bottled beer
4536,dessert
4536,citrus fruit
4536,tropical fruit
4536,sliced cheese
4535,rolls/buns
4535,whole milk
4535,yogurt
4535,pastry
4535,soda
4532,pip fruit
4532,hygiene articles
4532,packaged fruit/vegetables
4532,fruit/vegetable juice
4532,chicken
4532,other vegetables
4530,margarine
4530,fruit/vegetable juice
4530,domestic eggs
4528,spread cheese
4528,whole milk
4528,yogurt
4525,hygiene articles
4525,cat food
4525,waffles
4525,whole milk
4525,beef
4525,bottled beer
4525,citrus fruit
4525,other vegetables
4524,whipped/sour cream
4524,spread cheese
4524,other vegetables
4524,sliced cheese
4524,ice cream
4524,pastry
4524,spices
4524,grapes
4524,whole milk
4524,citrus fruit
4524,root vegetables
4524,yogurt
4524,specialty bar
4524,soda
4524,curd
4524,butter
4524,red/blush wine
4524,fruit/vegetable juice
4524,coffee
4523,butter
4523,brown bread
4523,grapes
4523,frankfurter
4523,specialty chocolate
4523,ham
4523,canned beer
4523,domestic eggs
4523,red/blush wine
4521,frozen potato products
4521,chewing gum
4520,whole milk
4520,pastry
4520,margarine
4520,brown bread
4520,mustard
4520,bottled water
4515,soda
4515,canned beer
4515,yogurt
4515,root vegetables
4515,whole milk
4515,bottled water
4515,curd
4515,beef
4515,white bread
4515,sugar
4515,frankfurter
4515,tropical fruit
4515,other vegetables
4514,red/blush wine
4514,other vegetables
4513,soft cheese
4513,shopping bags
4513,dishes
4513,frozen fruits
4513,dessert
4512,chocolate
4512,pip fruit
4512,tropical fruit
4512,frankfurter
4512,other vegetables
4512,red/blush wine
4512,root vegetables
4512,bottled water
4512,seasonal products
4512,butter
4512,soda
4512,hygiene articles
4512,beef
4512,white bread
4511,UHT-milk
4511,pork
4511,beef
4511,cream cheese
4511,rice
4511,soda
4510,specialty chocolate
4510,shopping bags
4510,sliced cheese
4510,bottled beer
4510,other vegetables
4510,hard cheese
4510,ice cream
4510,butter
4510,sausage
4510,rolls/buns
4510,whole milk
4510,red/blush wine
4510,cream cheese
4510,tropical fruit
4510,citrus fruit
4510,pastry
4508,root vegetables
4508,waffles
4508,rolls/buns
4508,tropical fruit
4508,whole milk
4508,soda
4508,pip fruit
4508,frankfurter
4508,white bread
4508,candy
4507,candy
4507,citrus fruit
4507,tropical fruit
4507,pastry
4504,rolls/buns
4504,bottled beer
4504,hygiene articles
4504,seasonal products
4504,other vegetables
4504,sausage
4504,soups
4504,soda
4504,root vegetables
4504,brown bread
4504,onions
4504,citrus fruit
4504,misc. beverages
4503,pastry
4503,specialty chocolate
4503,tropical fruit
4503,bottled water
4503,whole milk
4503,yogurt
4503,rolls/buns
4503,whipped/sour cream
4503,pip fruit
4503,coffee
4502,pip fruit
4502,rolls/buns
4502,soda
4502,whole milk
4502,sugar
4502,shopping bags
4502,root vegetables
4502,hamburger meat
4502,frozen vegetables
4501,brown bread
4501,dessert
4501,processed cheese
4501,bottled water
4501,berries
4501,butter milk
4501,other vegetables
4501,chicken
4501,tropical fruit
4501,pork
4501,soda
4501,shopping bags
4500,misc. beverages
4500,yogurt
4500,rolls/buns
4500,flour
4500,curd
4500,whole milk
4500,pickled vegetables
4500,soft cheese
4500,cling film/bags
4500,cat food
4499,shopping bags
4499,pip fruit
4499,soda
4499,tropical fruit
4499,bottled beer
4499,UHT-milk
4499,frozen vegetables
4499,beef
4499,root vegetables
4499,other vegetables
4499,fruit/vegetable juice
4499,berries
4499,canned vegetables
4499,brandy
4499,specialty bar
4496,bottled water
4496,turkey
4494,pork
4494,berries
4494,frozen meals
4494,root vegetables
4494,fruit/vegetable juice
4494,sugar
4494,chicken
4494,tropical fruit
4494,white bread
4494,frozen dessert
4494,beef
4494,ice cream
4494,dish cleaner
4494,rolls/buns
4494,liquor
4490,bottled water
4490,whole milk
4490,processed cheese
4490,domestic eggs
4488,beverages
4488,other vegetables
4488,soda
4488,curd
4488,ice cream
4484,canned fish
4484,whipped/sour cream
4484,shopping bags
4484,rolls/buns
4484,pork
4484,bottled water
4483,canned vegetables
4483,whole milk
4483,chocolate marshmallow
4483,other vegetables
4481,frozen meals
4481,fruit/vegetable juice
4481,brown bread
4479,butter
4479,brown bread
4479,rolls/buns
4479,soda
4479,semi-finished bread
4479,waffles
4479,margarine
4475,butter milk
4475,whole milk
4475,misc. beverages
4475,brandy
4475,other vegetables
4474,sugar
4474,pastry
4474,yogurt
4474,canned beer
4474,specialty bar
4474,bottled water
4474,whole milk
4474,detergent
4474,fruit/vegetable juice
4474,brown bread
4474,butter milk
4472,cake bar
4471,sliced cheese
4471,pet care
4471,yogurt
4471,mustard
4471,butter
4471,whole milk
4471,cream cheese
4471,coffee
4467,meat
4467,white bread
4467,soda
4467,pork
4467,candy
4467,frozen vegetables
4467,berries
4467,whole milk
4467,UHT-milk
4467,other vegetables
4466,frozen vegetables
4466,soda
4466,whole milk
4466,ham
4466,yogurt
4466,citrus fruit
4464,sausage
4464,butter
4464,pastry
4464,sugar
4464,other vegetables
4464,rolls/buns
4464,beverages
4464,coffee
4464,candy
4464,ice cream
4464,chewing gum
4464,oil
4464,soda
4464,hard cheese
4462,frozen dessert
4462,citrus fruit
4462,rolls/buns
4462,chewing gum
4462,misc. beverages
4462,frankfurter
4462,bottled water
4462,domestic eggs
4462,yogurt
4462,pickled vegetables
4461,white wine
4461,grapes
4461,cake bar
4461,tropical fruit
4461,white bread
4460,chewing gum
4460,meat
4460,root vegetables
4460,canned beer
4460,pastry
4460,red/blush wine
4460,sliced cheese
4460,dessert
4458,pip fruit
4458,spread cheese
4458,soda
4458,white bread
4458,specialty chocolate
4458,seasonal products
4457,ice cream
4457,fruit/vegetable juice
4457,rolls/buns
4457,cereals
4457,margarine
4457,packaged fruit/vegetables
4457,pasta
4457,pork
4457,pip fruit
4454,bottled water
4454,oil
4452,other vegetables
4452,pastry
4452,pork
4449,brown bread
4449,frankfurter
4449,coffee
4449,fruit/vegetable juice
4449,citrus fruit
4449,curd
4449,salty snack
4449,UHT-milk
4449,root vegetables
4449,candy
4448,fruit/vegetable juice
4448,butter
4448,citrus fruit
4448,herbs
4448,grapes
4448,frankfurter
4448,UHT-milk
4448,tropical fruit
4448,curd
4448,whole milk
4448,other vegetables
4445,whole milk
4445,yogurt
4445,sausage
4445,rolls/buns
4445,domestic eggs
4445,berries
4445,other vegetables
4445,frozen fish
4445,flour
4445,chocolate
4445,canned beer
4443,other vegetables
4443,brown bread
4443,whole milk
4443,dishes
4443,frozen meals
4441,waffles
4441,grapes
4441,soda
4441,hygiene articles
4441,citrus fruit
4441,curd
4441,dishes
4441,rolls/buns
4441,butter
4441,bottled beer
4441,packaged fruit/vegetables
4441,fruit/vegetable juice
4440,other vegetables
4440,root vegetables
4440,butter milk
4440,whipped/sour cream
4440,sparkling wine
4440,rolls/buns
4440,chicken
4440,yogurt
4440,fruit/vegetable juice
4439,whole milk
4439,rolls/buns
4439,tropical fruit
4439,turkey
4439,ice cream
4439,artif. sweetener
4439,butter
4436,hygiene articles
4436,other vegetables
4435,salty snack
4435,white bread
4435,root vegetables
4435,canned beer
4435,domestic eggs
4435,flour
4435,bottled beer
4434,coffee
4434,other vegetables
4434,beef
4434,beverages
4434,butter
4434,rolls/buns
4434,domestic eggs
4434,brown bread
4434,mayonnaise
4434,chewing gum
4434,chocolate
4434,shopping bags
4434,napkins
4434,tropical fruit
4433,waffles
4433,grapes
4433,whole milk
4433,sausage
4433,fruit/vegetable juice
4433,other vegetables
4433,margarine
4433,yogurt
4433,bottled water
4433,cream cheese
4433,curd
4433,tea
4433,hygiene articles
4432,butter
4432,female sanitary products
4432,sausage
4432,candy
4432,root vegetables
4432,coffee
4432,tropical fruit
4432,canned beer
4432,whole milk
4432,salty snack
4431,butter
4431,pastry
4431,whole milk
4431,chicken
4431,soda
4431,beverages
4431,brown bread
4431,processed cheese
4431,salty snack
4431,rolls/buns
4430,whipped/sour cream
4430,cream cheese
4430,margarine
4430,bottled beer
4430,pip fruit
4430,tropical fruit
4430,rolls/buns
4430,other vegetables
4430,curd
4430,citrus fruit
4430,hamburger meat
4430,sausage
4430,frozen meals
4427,tropical fruit
4427,spread cheese
4427,pet care
4427,white bread
4427,turkey
4427,soda
4427,sausage
4427,frankfurter
4427,salt
4427,root vegetables
4426,UHT-milk
4426,pastry
4426,whole milk
4426,tropical fruit
4426,coffee
4426,pip fruit
4426,ice cream
4426,curd
4426,cake bar
4426,berries
4426,bottled beer
4426,oil
4424,beef
4424,red/blush wine
4424,hygiene articles
4424,pork
4424,herbs
4424,ketchup
4424,margarine
4422,curd
4422,bottled water
4422,pip fruit
4422,shopping bags
4422,berries
4420,rolls/buns
4420,whole milk
4420,coffee
4420,frozen potato products
4420,red/blush wine
4420,bottled water
4418,ham
4418,rolls/buns
4418,whipped/sour cream
4418,whole milk
4418,processed cheese
4418,nuts/prunes
4417,canned beer
4417,sausage
4417,sugar
4417,tropical fruit
4417,detergent
4417,chicken
4417,pip fruit
4417,frozen dessert
4417,grapes
4417,frozen meals
4417,fruit/vegetable juice
4417,ham
4417,sparkling wine
4415,pip fruit
4415,bottled water
4415,tropical fruit
4415,other vegetables
4415,coffee
4415,bottled beer
4415,whipped/sour cream
4411,soda
4411,curd
4411,pip fruit
4411,beverages
4411,ham
4411,meat
4409,UHT-milk
4409,whole milk
4409,kitchen towels
4409,brown bread
4409,bottled water
4409,domestic eggs
4409,ice cream
4407,soda
4407,bottled water
4407,berries
4407,misc. beverages
4407,domestic eggs
4405,chocolate
4405,soda
4405,curd cheese
4405,hygiene articles
4405,whole milk
4405,frankfurter
4405,pastry
4405,other vegetables
4405,bottled water
4402,cream cheese
4402,meat
4402,coffee
4400,pet care
4400,rolls/buns
4400,whole milk
4400,butter milk
4400,shopping bags
4400,beverages
4396,salt
4396,beef
4396,roll products
4396,shopping bags
4393,fruit/vegetable juice
4393,whole milk
4393,herbs
4393,dishes
4393,coffee
4389,misc. beverages
4389,brown bread
4389,shopping bags
4389,cake bar
4389,liquor
4389,pork
4389,white wine
4389,whole milk
4389,frankfurter
4389,fruit/vegetable juice
4389,chicken
4389,tropical fruit
4389,soft cheese
4389,detergent
4389,soda
4388,tropical fruit
4388,butter milk
4388,cream cheese
4388,citrus fruit
4388,sauces
4388,UHT-milk
4388,rolls/buns
4388,sausage
4388,red/blush wine
4388,canned beer
4388,frozen fish
4387,frozen dessert
4387,grapes
4387,soda
4387,detergent
4387,rolls/buns
4387,cream cheese
4387,whole milk
4387,coffee
4387,whipped/sour cream
4387,curd cheese
4387,white bread
4387,canned beer
4387,baking powder
4387,brown bread
4387,root vegetables
4387,frozen vegetables
4385,meat
4385,bottled water
4385,margarine
4385,frankfurter
4383,whole milk
4383,ice cream
4383,whipped/sour cream
4380,liquor
4380,coffee
4380,red/blush wine
4380,soft cheese
4380,UHT-milk
4380,packaged fruit/vegetables
4380,rice
4380,berries
4380,bottled beer
4380,frozen fish
4380,root vegetables
4378,rolls/buns
4378,frankfurter
4378,vinegar
4378,flour
4375,tropical fruit
4375,chicken
4375,sausage
4375,frozen fish
4375,sugar
4375,domestic eggs
4375,butter
4375,canned beer
4375,female sanitary products
4375,waffles
4375,soda
4368,coffee
4368,yogurt
4368,cream cheese
4368,bottled water
4368,frankfurter
4368,salty snack
4368,sausage
4368,whole milk
4365,whole milk
4365,UHT-milk
4365,other vegetables
4362,chicken
4362,frozen vegetables
4362,domestic eggs
4362,whipped/sour cream
4362,berries
4362,yogurt
4362,curd
4362,ham
4362,fruit/vegetable juice
4362,seasonal products
4362,sugar
4362,rolls/buns
4362,chewing gum
4360,citrus fruit
4360,chocolate
4360,domestic eggs
4360,coffee
4360,frozen vegetables
4360,margarine
4355,pip fruit
4355,pet care
4355,misc. beverages
4355,bottled beer
4355,whole milk
4355,canned beer
4353,hamburger meat
4353,UHT-milk
4353,bottled beer
4353,cream cheese
4353,root vegetables
4353,tropical fruit
4353,hard cheese
4353,rolls/buns
4353,coffee
4353,chicken
4353,ham
4353,other vegetables
4353,canned vegetables
4353,fish
4348,salty snack
4348,curd cheese
4348,beverages
4348,tropical fruit
4348,citrus fruit
4348,whipped/sour cream
4348,whole milk
4348,rolls/buns
4348,white bread
4345,shopping bags
4345,roll products
4345,citrus fruit
4345,rolls/buns
4345,beef
4345,pip fruit
4342,pip fruit
4342,whole milk
4342,other vegetables
4342,whipped/sour cream
4342,rolls/buns
4342,ham
4340,soft cheese
4340,butter milk
4340,other vegetables
4340,soda
4340,whole milk
4340,berries
4340,pot plants
4340,frozen fish
4340,pork
4340,chocolate
4340,bottled beer
4339,whole milk
4339,chocolate marshmallow
4339,berries
4339,mayonnaise
4339,domestic eggs
4338,whole milk
4338,tropical fruit
4338,cream cheese
4338,semi-finished bread
4338,beverages
4338,ham
4338,other vegetables
4338,candy
4338,rice
4338,salty snack
4338,pip fruit
4338,waffles
4338,dessert
4338,onions
4338,napkins
4338,rolls/buns
4338,flour
4338,frozen dessert
4338,white bread
4338,frankfurter
4338,pickled vegetables
4337,napkins
4337,shopping bags
4337,tropical fruit
4337,root vegetables
4337,specialty bar
4337,coffee
4337,cream cheese
4337,sausage
4335,rolls/buns
4335,whole milk
4335,fruit/vegetable juice
4335,bottled water
4335,other vegetables
4335,shopping bags
4335,napkins
4335,pickled vegetables
4335,margarine
4335,citrus fruit
4335,sausage
4335,canned beer
4335,frozen vegetables
4335,pot plants
4333,soft cheese
4333,misc. beverages
4331,margarine
4331,other vegetables
4331,sausage
4331,sugar
4331,coffee
4329,tropical fruit
4329,butter milk
4329,pastry
4329,bottled water
4329,dishes
4329,dessert
4328,beef
4328,tropical fruit
4328,curd
4328,shopping bags
4328,citrus fruit
4328,yogurt
4328,pasta
4328,pork
4328,salty snack
4327,jam
4327,citrus fruit
4327,soda
4327,coffee
4327,frozen vegetables
4324,white wine
4324,butter milk
4324,misc. beverages
4324,sausage
4324,whole milk
4324,bottled water
4324,napkins
4324,pastry
4324,detergent
4324,chicken
4324,tropical fruit
4323,sauces
4323,domestic eggs
4323,cocoa drinks
4323,frankfurter
4323,brown bread
4323,grapes
4323,beef
4323,pot plants
4323,detergent
4323,whole milk
4323,tropical fruit
4315,soda
4315,bottled water
4315,rolls/buns
4315,bottled beer
4315,canned beer
4315,citrus fruit
4315,butter
4313,sugar
4313,berries
4313,seasonal products
4313,citrus fruit
4313,soda
4313,frankfurter
4313,white wine
4313,shopping bags
4313,bottled beer
4311,roll products
4311,frozen meals
4311,candy
4311,frozen vegetables
4308,sliced cheese
4308,chicken
4308,other vegetables
4308,pastry
4308,citrus fruit
4308,detergent
4308,shopping bags
4308,whole milk
4308,yogurt
4308,salty snack
4308,soda
4308,spread cheese
4308,specialty bar
